Degree,Specialization,state_abbr,12percentage,Specialization_Degree,Performance_Bin,Performance_Specialization,Degree_State,12percentage_normalized
B.Tech/B.E.,computer science & engineering, QLD,0.8484062351959213,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ QLD,0.8484062351959213
B.Tech/B.E.,electronics and communication engineering, ACT,0.2709061787994317,electronics and communication engineering_B.Tech/B.E.,50-60,50-60_electronics and communication engineering,B.Tech/B.E._ ACT,0.2709061787994317
MCA,computer application, NT,0.6174062126373255,computer application_MCA,70-80,70-80_computer application,MCA_ NT,0.6174062126373255
MCA,computer application, ACT,0.45317963409957385,computer application_MCA,60-70,60-70_computer application,MCA_ ACT,0.45317963409957385
B.Tech/B.E.,information science engineering, TAS,0.47591869882018545,information science engineering_B.Tech/B.E.,60-70,60-70_information science engineering,B.Tech/B.E._ TAS,0.47591869882018545
B.Tech/B.E.,computer science & engineering, QLD,0.5993593358749353,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ QLD,0.5993593358749353
B.Tech/B.E.,information technology, ACT,0.6968124703918429,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ ACT,0.6968124703918429
B.Tech/B.E.,electronics and communication engineering, NT,0.9693203095039366,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ NT,0.9693203095039366
B.Tech/B.E.,computer science & engineering, ACT,0.45498432177581283,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ ACT,0.45498432177581283
B.Tech/B.E.,electronics and instrumentation engineering, QLD,0.6534999661621063,electronics and instrumentation engineering_B.Tech/B.E.,70-80,70-80_electronics and instrumentation engineering,B.Tech/B.E._ QLD,0.6534999661621063
B.Tech/B.E.,information technology, NSW,0.3436350921518646,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ NSW,0.3436350921518646
B.Tech/B.E.,mechanical engineering, SA,0.639062464752194,mechanical engineering_B.Tech/B.E.,70-80,70-80_mechanical engineering,B.Tech/B.E._ SA,0.639062464752194
B.Tech/B.E.,computer engineering, NT,0.7166640348304721,computer engineering_B.Tech/B.E.,80-100,80-100_computer engineering,B.Tech/B.E._ NT,0.7166640348304721
B.Tech/B.E.,computer science & engineering, NT,0.31060930767669037,computer science & engineering_B.Tech/B.E.,50-60,50-60_computer science & engineering,B.Tech/B.E._ NT,0.31060930767669037
B.Tech/B.E.,electronics and communication engineering, SA,0.707640596449277,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ SA,0.707640596449277
B.Tech/B.E.,electronics and communication engineering, SA,0.5777030837600668,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ SA,0.5777030837600668
B.Tech/B.E.,computer engineering, NT,0.581312459112545,computer engineering_B.Tech/B.E.,70-80,70-80_computer engineering,B.Tech/B.E._ NT,0.581312459112545
B.Tech/B.E.,telecommunication engineering, NSW,0.8926210832637776,telecommunication engineering_B.Tech/B.E.,80-100,80-100_telecommunication engineering,B.Tech/B.E._ NSW,0.8926210832637776
B.Tech/B.E.,electronics and communication engineering, NSW,0.6670351237338988,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ NSW,0.6670351237338988
B.Tech/B.E.,information technology, TAS,0.6065780865798914,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ TAS,0.6065780865798914
B.Tech/B.E.,computer science & engineering, TAS,0.7924609172325116,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ TAS,0.7924609172325116
MCA,computer application, TAS,0.5452187055877643,computer application_MCA,70-80,70-80_computer application,MCA_ TAS,0.5452187055877643
B.Tech/B.E.,information technology, WA,0.4109499424755806,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ WA,0.4109499424755806
B.Tech/B.E.,information technology, TAS,0.5903358974937402,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ TAS,0.5903358974937402
MCA,computer application, VIC,0.08682803582305065,computer application_MCA,Below 50,Below 50_computer application,MCA_ VIC,0.08682803582305065
B.Tech/B.E.,information technology, ACT,0.8339687337860092,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ ACT,0.8339687337860092
B.Tech/B.E.,electronics and communication engineering, NSW,0.3683593133163393,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ NSW,0.3683593133163393
B.Tech/B.E.,computer science & engineering, NT,0.7292968485641455,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ NT,0.7292968485641455
B.Tech/B.E.,information technology, SA,0.6210155879898037,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ SA,0.6210155879898037
B.Tech/B.E.,electronics and electrical engineering, NSW,0.6895937196868868,electronics and electrical engineering_B.Tech/B.E.,80-100,80-100_electronics and electrical engineering,B.Tech/B.E._ NSW,0.6895937196868868
B.Tech/B.E.,computer engineering, ACT,0.40445306684112003,computer engineering_B.Tech/B.E.,60-70,60-70_computer engineering,B.Tech/B.E._ ACT,0.40445306684112003
B.Tech/B.E.,electronics and communication engineering, TAS,0.6174062126373255,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ TAS,0.6174062126373255
MCA,computer application, NSW,0.3791874393737734,computer application_MCA,60-70,60-70_computer application,MCA_ NSW,0.3791874393737734
B.Tech/B.E.,electronics and communication engineering, NSW,0.8195312323760969,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ NSW,0.8195312323760969
B.Tech/B.E.,computer science & engineering, VIC,0.5740937084075887,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ VIC,0.5740937084075887
B.Tech/B.E.,electronics & telecommunications, NT,0.44000541406302884,electronics & telecommunications_B.Tech/B.E.,60-70,60-70_electronics & telecommunications,B.Tech/B.E._ NT,0.44000541406302884
B.Tech/B.E.,information technology, TAS,0.3430936858489929,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ TAS,0.3430936858489929
B.Tech/B.E.,electronics and communication engineering, VIC,0.011392090956259149,electronics and communication engineering_B.Tech/B.E.,Below 50,Below 50_electronics and communication engineering,B.Tech/B.E._ VIC,0.011392090956259149
B.Tech/B.E.,computer science & engineering, SA,0.7401249746215796,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ SA,0.7401249746215796
B.Tech/B.E.,electronics and communication engineering, WA,0.6895937196868868,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ WA,0.6895937196868868
B.Tech/B.E.,electronics and communication engineering, VIC,0.9115703038642874,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ VIC,0.9115703038642874
B.Tech/B.E.,electronics and communication engineering, NT,0.761781226736448,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ NT,0.761781226736448
B.Tech/B.E.,electronics and communication engineering, ACT,0.7895734169505292,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ ACT,0.7895734169505292
B.Tech/B.E.,computer engineering, VIC,0.45498432177581283,computer engineering_B.Tech/B.E.,60-70,60-70_computer engineering,B.Tech/B.E._ VIC,0.45498432177581283
B.Tech/B.E.,information technology, NT,0.29111868077330894,information technology_B.Tech/B.E.,50-60,50-60_information technology,B.Tech/B.E._ NT,0.29111868077330894
B.Tech/B.E.,computer science & engineering, QLD,0.3286561844390806,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ QLD,0.3286561844390806
B.Tech/B.E.,electronics and communication engineering, NSW,0.8628437366058336,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ NSW,0.8628437366058336
B.Tech/B.E.,electronics and electrical engineering, NSW,0.44054682036590054,electronics and electrical engineering_B.Tech/B.E.,60-70,60-70_electronics and electrical engineering,B.Tech/B.E._ NSW,0.44054682036590054
B.Tech/B.E.,computer science & engineering, NT,0.5271718288253741,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ NT,0.5271718288253741
B.Tech/B.E.,electronics and communication engineering, NSW,0.353921811906427,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ NSW,0.353921811906427
B.Tech/B.E.,electronics and communication engineering, ACT,0.31060930767669037,electronics and communication engineering_B.Tech/B.E.,50-60,50-60_electronics and communication engineering,B.Tech/B.E._ ACT,0.31060930767669037
B.Tech/B.E.,computer science & engineering, NT,0.4308015069142098,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ NT,0.4308015069142098
B.Tech/B.E.,information technology, QLD,0.8447968598434433,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ QLD,0.8447968598434433
B.Tech/B.E.,computer engineering, VIC,0.8736718626632679,computer engineering_B.Tech/B.E.,80-100,80-100_computer engineering,B.Tech/B.E._ VIC,0.8736718626632679
B.Tech/B.E.,computer engineering, NT,0.6318437140472378,computer engineering_B.Tech/B.E.,70-80,70-80_computer engineering,B.Tech/B.E._ NT,0.6318437140472378
B.Tech/B.E.,information technology, SA,0.1301405400527873,information technology_B.Tech/B.E.,Below 50,Below 50_information technology,B.Tech/B.E._ SA,0.1301405400527873
B.Tech/B.E.,electronics & telecommunications, QLD,0.40084369148864185,electronics & telecommunications_B.Tech/B.E.,60-70,60-70_electronics & telecommunications,B.Tech/B.E._ QLD,0.40084369148864185
B.Tech/B.E.,computer engineering, SA,0.6625234045433014,computer engineering_B.Tech/B.E.,70-80,70-80_computer engineering,B.Tech/B.E._ SA,0.6625234045433014
B.Tech/B.E.,mechanical engineering, SA,0.4188905682510321,mechanical engineering_B.Tech/B.E.,60-70,60-70_mechanical engineering,B.Tech/B.E._ SA,0.4188905682510321
B.Tech/B.E.,electronics and communication engineering, WA,0.2925624309143001,electronics and communication engineering_B.Tech/B.E.,50-60,50-60_electronics and communication engineering,B.Tech/B.E._ WA,0.2925624309143001
B.Tech/B.E.,electronics and communication engineering, WA,0.48024994924315945,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ WA,0.48024994924315945
B.Tech/B.E.,electrical engineering, VIC,0.7509531006790139,electrical engineering_B.Tech/B.E.,80-100,80-100_electrical engineering,B.Tech/B.E._ VIC,0.7509531006790139
B.Tech/B.E.,electronics and communication engineering, WA,0.2203749238647389,electronics and communication engineering_B.Tech/B.E.,50-60,50-60_electronics and communication engineering,B.Tech/B.E._ WA,0.2203749238647389
B.Tech/B.E.,computer science & engineering, NSW,0.22939836224593402,computer science & engineering_B.Tech/B.E.,50-60,50-60_computer science & engineering,B.Tech/B.E._ NSW,0.22939836224593402
B.Tech/B.E.,electronics and communication engineering, SA,0.48746869994811537,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ SA,0.48746869994811537
MCA,computer application, TAS,0.23842180062712914,computer application_MCA,50-60,50-60_computer application,MCA_ TAS,0.23842180062712914
B.Tech/B.E.,electronics and communication engineering, TAS,0.3827968147262516,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ TAS,0.3827968147262516
B.Tech/B.E.,information technology, VIC,0.4730311985382031,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ VIC,0.4730311985382031
B.Tech/B.E.,electronics and electrical engineering, VIC,0.4730311985382031,electronics and electrical engineering_B.Tech/B.E.,60-70,60-70_electronics and electrical engineering,B.Tech/B.E._ VIC,0.4730311985382031
B.Tech/B.E.,electronics and electrical engineering, NT,0.9151796792167656,electronics and electrical engineering_B.Tech/B.E.,80-100,80-100_electronics and electrical engineering,B.Tech/B.E._ NT,0.9151796792167656
B.Tech/B.E.,mechanical engineering, NT,0.5632655823501546,mechanical engineering_B.Tech/B.E.,70-80,70-80_mechanical engineering,B.Tech/B.E._ NT,0.5632655823501546
MCA,computer application, QLD,0.45047260258521515,computer application_MCA,60-70,60-70_computer application,MCA_ QLD,0.45047260258521515
B.Tech/B.E.,electronics & telecommunications, NSW,0.6354530893997158,electronics & telecommunications_B.Tech/B.E.,70-80,70-80_electronics & telecommunications,B.Tech/B.E._ NSW,0.6354530893997158
B.Tech/B.E.,computer engineering, QLD,0.3467030612014711,computer engineering_B.Tech/B.E.,60-70,60-70_computer engineering,B.Tech/B.E._ QLD,0.3467030612014711
B.Tech/B.E.,electronics and communication engineering, WA,0.4838593245956372,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ WA,0.4838593245956372
B.Tech/B.E.,electronics and communication engineering, VIC,0.4982968260055497,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ VIC,0.4982968260055497
B.Tech/B.E.,computer science & engineering, WA,0.7942656049087505,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ WA,0.7942656049087505
B.Tech/B.E.,electronics and communication engineering, VIC,0.49107807530059333,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ VIC,0.49107807530059333
B.Tech/B.E.,computer science & engineering, QLD,0.4369374450134226,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ QLD,0.4369374450134226
B.Tech/B.E.,electronics and communication engineering, TAS,0.3972343161361639,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ TAS,0.3972343161361639
B.Tech/B.E.,computer science & engineering, NT,0.7256874732116673,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ NT,0.7256874732116673
B.Tech/B.E.,electronics and communication engineering, NSW,0.5244647973110154,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ NSW,0.5244647973110154
